title,slug,difficulty,topics
Find Mirror Score of a String,find-mirror-score-of-a-string,MEDIUM,"hash-table,string,stack,simulation"
Maximum Coins From K Consecutive Bags,maximum-coins-from-k-consecutive-bags,MEDIUM,"array,binary-search,greedy,sliding-window,sorting,prefix-sum"
Maximum Score of Non-overlapping Intervals,maximum-score-of-non-overlapping-intervals,HARD,"array,binary-search,dynamic-programming,sorting"
Find Products with Three Consecutive Digits ,find-products-with-three-consecutive-digits,EASY,database
Subsequences with a Unique Middle Mode II,subsequences-with-a-unique-middle-mode-ii,HARD,"array,hash-table,math,combinatorics"
Zigzag Grid Traversal With Skip,zigzag-grid-traversal-with-skip,EASY,"array,matrix,simulation"
Maximum Amount of Money Robot Can Earn,maximum-amount-of-money-robot-can-earn,MEDIUM,"array,dynamic-programming,matrix"
Minimize the Maximum Edge Weight of Graph,minimize-the-maximum-edge-weight-of-graph,MEDIUM,"binary-search,depth-first-search,breadth-first-search,graph,shortest-path"
Count Non-Decreasing Subarrays After K Operations,count-non-decreasing-subarrays-after-k-operations,HARD,"array,stack,segment-tree,queue,sliding-window,monotonic-stack,monotonic-queue"
Find Students Who Improved,find-students-who-improved,MEDIUM,database
Minimum Operations to Make Subarray Elements Equal,minimum-operations-to-make-subarray-elements-equal,MEDIUM,"array,hash-table,math,sliding-window,heap-priority-queue"
Maximum Difference Between Adjacent Elements in a Circular Array,maximum-difference-between-adjacent-elements-in-a-circular-array,EASY,array
Minimum Cost to Make Arrays Identical,minimum-cost-to-make-arrays-identical,MEDIUM,"array,greedy,sorting"
Longest Special Path,longest-special-path,HARD,"array,hash-table,tree,depth-first-search,prefix-sum"
Manhattan Distances of All Arrangements of Pieces,manhattan-distances-of-all-arrangements-of-pieces,HARD,"math,combinatorics"
Sum of Variable Length Subarrays,sum-of-variable-length-subarrays,EASY,"array,prefix-sum"
Maximum and Minimum Sums of at Most Size K Subsequences,maximum-and-minimum-sums-of-at-most-size-k-subsequences,MEDIUM,"array,math,dynamic-programming,sorting,combinatorics"
Paint House IV,paint-house-iv,MEDIUM,"array,dynamic-programming"
Maximum and Minimum Sums of at Most Size K Subarrays,maximum-and-minimum-sums-of-at-most-size-k-subarrays,HARD,"array,math,stack,monotonic-stack"
Minimum Unlocked Indices to Sort Nums,minimum-unlocked-indices-to-sort-nums,MEDIUM,"array,hash-table"
Count Partitions with Even Sum Difference,count-partitions-with-even-sum-difference,EASY,"array,math,prefix-sum"
Count Mentions Per User,count-mentions-per-user,MEDIUM,"array,math,sorting,simulation"
Maximum Frequency After Subarray Operation,maximum-frequency-after-subarray-operation,MEDIUM,"array,hash-table,dynamic-programming,greedy,enumeration,prefix-sum"
Frequencies of Shortest Supersequences,frequencies-of-shortest-supersequences,HARD,"array,string,bit-manipulation,graph,topological-sort,enumeration"
Find Valid Emails,find-valid-emails,EASY,database
Permutations III,permutations-iii,MEDIUM,"array,backtracking"
Find Valid Pair of Adjacent Digits in String,find-valid-pair-of-adjacent-digits-in-string,EASY,"hash-table,string,counting"
Reschedule Meetings for Maximum Free Time I,reschedule-meetings-for-maximum-free-time-i,MEDIUM,"array,greedy,sliding-window"
Reschedule Meetings for Maximum Free Time II,reschedule-meetings-for-maximum-free-time-ii,MEDIUM,"array,greedy,enumeration"
Minimum Cost Good Caption,minimum-cost-good-caption,HARD,"string,dynamic-programming"
Maximum Difference Between Even and Odd Frequency I,maximum-difference-between-even-and-odd-frequency-i,EASY,"hash-table,string,counting"
Maximum Manhattan Distance After K Changes,maximum-manhattan-distance-after-k-changes,MEDIUM,"hash-table,math,string,counting"
Minimum Increments for Target Multiples in an Array,minimum-increments-for-target-multiples-in-an-array,HARD,"array,math,dynamic-programming,bit-manipulation,number-theory,bitmask"
Maximum Difference Between Even and Odd Frequency II,maximum-difference-between-even-and-odd-frequency-ii,HARD,"string,sliding-window,enumeration,prefix-sum"
Sort Matrix by Diagonals,sort-matrix-by-diagonals,MEDIUM,"array,sorting,matrix"
Assign Elements to Groups with Constraints,assign-elements-to-groups-with-constraints,MEDIUM,"array,hash-table"
Count Substrings Divisible By Last Digit,count-substrings-divisible-by-last-digit,HARD,"string,dynamic-programming"
Maximize the Minimum Game Score,maximize-the-minimum-game-score,HARD,"array,binary-search,greedy"
Maximum Students on a Single Bench,maximum-students-on-a-single-bench,EASY,"array,hash-table"
Find Invalid IP Addresses,find-invalid-ip-addresses,HARD,database
Sum of Good Numbers,sum-of-good-numbers,EASY,array
Separate Squares I,separate-squares-i,MEDIUM,"array,binary-search"
Separate Squares II,separate-squares-ii,HARD,"array,binary-search,segment-tree,line-sweep"
Shortest Matching Substring,shortest-matching-substring,HARD,"two-pointers,string,binary-search,string-matching"
Find Special Substring of Length K,find-special-substring-of-length-k,EASY,string
Eat Pizzas!,eat-pizzas,MEDIUM,"array,greedy,sorting"
Select K Disjoint Special Substrings,select-k-disjoint-special-substrings,MEDIUM,"hash-table,string,dynamic-programming,greedy,sorting"
Length of Longest V-Shaped Diagonal Segment,length-of-longest-v-shaped-diagonal-segment,HARD,"array,dynamic-programming,memoization,matrix"
Longest Common Prefix After at Most One Removal,longest-common-prefix-after-at-most-one-removal,MEDIUM,"two-pointers,string"
Check If Digits Are Equal in String After Operations I,check-if-digits-are-equal-in-string-after-operations-i,EASY,"math,string,simulation,combinatorics,number-theory"
Maximum Sum With at Most K Elements,maximum-sum-with-at-most-k-elements,MEDIUM,"array,greedy,sorting,heap-priority-queue,matrix"
Check If Digits Are Equal in String After Operations II,check-if-digits-are-equal-in-string-after-operations-ii,HARD,"math,string,combinatorics,number-theory"
Maximize the Distance Between Points on a Square,maximize-the-distance-between-points-on-a-square,HARD,"array,binary-search,greedy"
Find Products with Valid Serial Numbers,find-products-with-valid-serial-numbers,EASY,database
Maximum Coin Collection ,maximum-coin-collection,MEDIUM,"array,dynamic-programming"
Transform Array by Parity,transform-array-by-parity,EASY,"array,sorting,counting"
Find the Number of Copy Arrays,find-the-number-of-copy-arrays,MEDIUM,"array,math"
Find Minimum Cost to Remove Array Elements,find-minimum-cost-to-remove-array-elements,MEDIUM,"array,dynamic-programming"
Permutations IV,permutations-iv,HARD,"array,math,combinatorics,enumeration"
Find the Largest Almost Missing Integer,find-the-largest-almost-missing-integer,EASY,"array,hash-table"
Longest Palindromic Subsequence After at Most K Operations,longest-palindromic-subsequence-after-at-most-k-operations,MEDIUM,"string,dynamic-programming"
Sum of K Subarrays With Length at Least M,sum-of-k-subarrays-with-length-at-least-m,MEDIUM,"array,dynamic-programming,prefix-sum"
Lexicographically Smallest Generated String,lexicographically-smallest-generated-string,HARD,"string,greedy,string-matching"
DNA Pattern Recognition ,dna-pattern-recognition,MEDIUM,database
Maximize Profit from Task Assignment,maximize-profit-from-task-assignment,MEDIUM,"array,greedy,sorting,heap-priority-queue"
Fruits Into Baskets II,fruits-into-baskets-ii,EASY,"array,binary-search,segment-tree,simulation,ordered-set"
Choose K Elements With Maximum Sum,choose-k-elements-with-maximum-sum,MEDIUM,"array,sorting,heap-priority-queue"
Fruits Into Baskets III,fruits-into-baskets-iii,MEDIUM,"array,binary-search,segment-tree,ordered-set"
Maximize Subarrays After Removing One Conflicting Pair,maximize-subarrays-after-removing-one-conflicting-pair,HARD,"array,segment-tree,enumeration,prefix-sum"
Apply Substitutions,apply-substitutions,MEDIUM,"array,hash-table,string,depth-first-search,breadth-first-search,graph,topological-sort"
Analyze Organization Hierarchy,analyze-organization-hierarchy,HARD,database
Unique 3-Digit Even Numbers,unique-3-digit-even-numbers,EASY,"array,hash-table,recursion,enumeration"
Design Spreadsheet,design-spreadsheet,MEDIUM,"array,hash-table,string,design,matrix"
Longest Common Prefix of K Strings After Removal,longest-common-prefix-of-k-strings-after-removal,HARD,"array,string,trie"
Longest Special Path II,longest-special-path-ii,HARD,"array,hash-table,tree,depth-first-search,prefix-sum"
Maximum Unique Subarray Sum After Deletion,maximum-unique-subarray-sum-after-deletion,EASY,"array,hash-table,greedy"
Closest Equal Element Queries,closest-equal-element-queries,MEDIUM,"array,hash-table,binary-search"
Zero Array Transformation IV,zero-array-transformation-iv,MEDIUM,"array,dynamic-programming"
Count Beautiful Numbers,count-beautiful-numbers,HARD,dynamic-programming
Phone Number Prefix,phone-number-prefix,EASY,"array,string,trie,sorting"
Maximum Containers on a Ship,maximum-containers-on-a-ship,EASY,math
Properties Graph,properties-graph,MEDIUM,"array,hash-table,depth-first-search,breadth-first-search,union-find,graph"
Find the Minimum Amount of Time to Brew Potions,find-the-minimum-amount-of-time-to-brew-potions,MEDIUM,"array,simulation,prefix-sum"
Minimum Operations to Make Array Elements Zero,minimum-operations-to-make-array-elements-zero,HARD,"array,math,bit-manipulation"
Maximize Score After Pair Deletions,maximize-score-after-pair-deletions,MEDIUM,"array,greedy"
Analyze Subscription Conversion ,analyze-subscription-conversion,MEDIUM,database
Reverse Degree of a String,reverse-degree-of-a-string,EASY,"string,simulation"
Maximize Active Section with Trade I,maximize-active-section-with-trade-i,MEDIUM,"string,enumeration"
Minimum Cost to Divide Array Into Subarrays,minimum-cost-to-divide-array-into-subarrays,HARD,"array,dynamic-programming,prefix-sum"
Maximize Active Section with Trade II,maximize-active-section-with-trade-ii,HARD,"array,string,binary-search,segment-tree"
Minimum Cost to Reach Every Position,minimum-cost-to-reach-every-position,EASY,array
Longest Palindrome After Substring Concatenation I,longest-palindrome-after-substring-concatenation-i,MEDIUM,"two-pointers,string,dynamic-programming,enumeration"
Longest Palindrome After Substring Concatenation II,longest-palindrome-after-substring-concatenation-ii,HARD,"two-pointers,string,dynamic-programming"
Minimum Operations to Make Elements Within K Subarrays Equal,minimum-operations-to-make-elements-within-k-subarrays-equal,HARD,"array,hash-table,math,dynamic-programming,sliding-window,heap-priority-queue"
Find Time Required to Eliminate Bacterial Strains,find-time-required-to-eliminate-bacterial-strains,HARD,"array,math,greedy,heap-priority-queue"
Minimum Pair Removal to Sort Array I,minimum-pair-removal-to-sort-array-i,EASY,"array,hash-table,linked-list,heap-priority-queue,simulation,doubly-linked-list,ordered-set"
Implement Router,implement-router,MEDIUM,"array,hash-table,binary-search,design,queue,ordered-set"
Maximum Product of Subsequences With an Alternating Sum Equal to K,maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k,HARD,"array,hash-table,dynamic-programming"
Minimum Pair Removal to Sort Array II,minimum-pair-removal-to-sort-array-ii,HARD,"array,hash-table,linked-list,heap-priority-queue,simulation,doubly-linked-list,ordered-set"
Make a Positive Array,make-a-positive-array,MEDIUM,"array,greedy,prefix-sum"
Minimum Operations to Make Array Sum Divisible by K,minimum-operations-to-make-array-sum-divisible-by-k,EASY,"array,math"
Number of Unique XOR Triplets I,number-of-unique-xor-triplets-i,MEDIUM,"array,math,bit-manipulation"
Number of Unique XOR Triplets II,number-of-unique-xor-triplets-ii,MEDIUM,"array,math,bit-manipulation,enumeration"
Shortest Path in a Weighted Tree,shortest-path-in-a-weighted-tree,HARD,"array,tree,depth-first-search,binary-indexed-tree,segment-tree"
Find Closest Person,find-closest-person,EASY,math
Smallest Palindromic Rearrangement I,smallest-palindromic-rearrangement-i,MEDIUM,"string,sorting,counting-sort"
Smallest Palindromic Rearrangement II,smallest-palindromic-rearrangement-ii,HARD,"hash-table,math,string,combinatorics,counting"
Count Numbers with Non-Decreasing Digits ,count-numbers-with-non-decreasing-digits,HARD,"math,string,dynamic-programming"
Minimum Threshold for Inversion Pairs Count,minimum-threshold-for-inversion-pairs-count,MEDIUM,"array,binary-search,binary-indexed-tree,segment-tree"
Find Product Recommendation Pairs,find-product-recommendation-pairs,MEDIUM,database
Calculate Score After Performing Instructions,calculate-score-after-performing-instructions,MEDIUM,"array,hash-table,string,simulation"
Make Array Non-decreasing,make-array-non-decreasing,MEDIUM,"array,stack,greedy,monotonic-stack"
Find X Value of Array I,find-x-value-of-array-i,MEDIUM,"array,math,dynamic-programming"
Find X Value of Array II,find-x-value-of-array-ii,HARD,"array,math,segment-tree"
Range XOR Queries with Subarray Reversals,range-xor-queries-with-subarray-reversals,HARD,"array,tree,binary-tree"
Find the Most Common Response,find-the-most-common-response,MEDIUM,"array,hash-table,string,counting"
Unit Conversion I,unit-conversion-i,MEDIUM,"depth-first-search,breadth-first-search,graph"
Count Cells in Overlapping Horizontal and Vertical Substrings,count-cells-in-overlapping-horizontal-and-vertical-substrings,MEDIUM,"array,string,rolling-hash,string-matching,matrix,hash-function"
Maximum Profit from Valid Topological Order in DAG,maximum-profit-from-valid-topological-order-in-dag,HARD,"array,dynamic-programming,bit-manipulation,graph,topological-sort,bitmask"
Count Covered Buildings,count-covered-buildings,MEDIUM,"array,hash-table,sorting"
Path Existence Queries in a Graph I,path-existence-queries-in-a-graph-i,MEDIUM,"array,hash-table,binary-search,union-find,graph"
Concatenated Divisibility,concatenated-divisibility,HARD,"array,dynamic-programming,bit-manipulation,bitmask"
Path Existence Queries in a Graph II,path-existence-queries-in-a-graph-ii,HARD,"array,two-pointers,binary-search,dynamic-programming,greedy,bit-manipulation,graph,sorting"
Unit Conversion II,unit-conversion-ii,MEDIUM,"array,math,depth-first-search,breadth-first-search,graph"
Maximum Product of Two Digits,maximum-product-of-two-digits,EASY,"math,sorting"
